0	2.6
3.4	3.9
22.8	3.3
26.6	5.3
35.7	9.6
44.3	13.4
56.3	10
65.1	14.2
77.5	16.3
89.2	18.6
113.4	22.1
113.6	25.3
140.2	29.6
146.9	36.4
157.8	17.9
162.3	18.9
165.1	13
167.9	13.8
168	30
192.6	32.1
192	27.4
192.3	51.6
197.8	63.5
223.1	71.9
237.3	72.7
259.5	67.8
267.3	58.6
277.9	48.0
287.5	18.9
286.2	18.5
293	16.4
298	23.4
306.6	28.6
310.4	25.7
312.4	15.7
332.2	12.3
339.2	9.1
360	2.6
